Ind_ID,Annual_income,label,age_18~30,age_30~50,age_50~,owner_0,owner_1,dependents_0~1,dependents_1~
5008827,-0.042739613404777374,1,False,False,True,False,True,False,True
5009744,1.6314162354720896,1,False,True,False,True,False,False,True
5009752,1.6314162354720896,1,False,True,False,True,False,False,True
5009753,1.6314162354720896,1,False,True,False,True,False,False,True
5009754,1.6314162354720896,1,False,True,False,True,False,False,True
5009894,-0.042739613404777374,1,False,False,True,True,False,False,True
5010864,2.1894681850977116,1,False,True,False,False,True,False,True
5010868,2.1894681850977116,1,False,True,False,False,True,False,True
5010869,2.1894681850977116,1,False,True,False,False,True,True,False
5018498,-1.158843512656022,1,False,False,True,False,True,False,True
5018503,-1.158843512656022,1,False,False,True,False,True,False,True
5021303,2.1894681850977116,1,True,False,False,True,False,False,True
5021310,1.0733642858464671,1,False,True,False,False,True,False,True
5021314,1.0733642858464671,1,False,True,False,False,True,False,True
5021430,-0.7124019529555241,1,False,False,True,False,True,True,False
5021431,-0.7124019529555241,1,False,False,True,False,True,True,False
5021998,-1.158843512656022,1,False,False,True,False,True,False,True
5022053,0.23628636140803377,1,False,True,False,True,False,True,False
5022617,0.23628636140803377,1,False,True,False,False,True,False,True
5023781,-0.3217655882175885,1,False,True,False,False,True,False,True
5023831,-0.8798175378432108,1,False,True,False,False,True,False,True
5024071,-0.042739613404777374,1,False,True,False,False,True,False,True
5024213,2.1894681850977116,1,False,True,False,False,True,False,True
5024916,-0.8798175378432108,1,False,False,True,False,True,False,True
5025127,1.3523902606592784,1,False,True,False,False,True,False,True
5028580,2.1894681850977116,1,False,False,True,True,False,False,True
5029028,-1.158843512656022,1,False,True,False,False,True,False,True
5029311,-0.8798175378432108,1,False,False,True,False,True,False,True
5033453,-0.6007915630303997,1,True,False,False,True,False,True,False
5033514,-0.6007915630303997,1,False,True,False,True,False,False,True
5033916,-0.042739613404777374,1,False,True,False,False,True,False,True
5036469,-0.8798175378432108,1,False,False,True,True,False,False,True
5036590,1.3523902606592784,1,False,False,True,False,True,False,True
5036660,-1.3262590975437085,1,False,False,True,False,True,False,True
5036795,0.392540907303208,1,False,False,True,False,True,False,True
5041522,2.1894681850977116,1,False,True,False,False,True,True,False
5042064,1.0733642858464671,1,False,True,False,True,False,False,True
5045888,0.5153123362208449,1,False,False,True,False,True,True,False
5045894,0.5153123362208449,1,False,False,True,False,True,True,False
5045895,0.5153123362208449,1,False,False,True,False,True,True,False
5046324,-0.3217655882175885,1,False,True,False,False,True,False,True
5046328,-0.3217655882175885,1,False,True,False,False,True,False,True
5047662,-1.4378694874688331,1,False,False,True,False,True,False,True
5048300,-0.042739613404777374,1,False,True,False,True,False,False,True
5048301,-0.042739613404777374,1,False,True,False,True,False,False,True
5050603,-0.3217655882175885,1,False,False,True,True,False,False,True
5050606,-0.3217655882175885,1,False,False,True,True,False,False,True
5050671,-0.15435000332990184,1,False,True,False,True,False,True,False
5051160,-0.6007915630303997,1,True,False,False,True,False,False,True
5051161,-0.6007915630303997,1,True,False,False,True,False,False,True
5052659,-0.9914279277683352,1,True,False,False,False,True,False,True
5052661,-0.9914279277683352,1,True,False,False,False,True,False,True
5052877,0.5153123362208449,1,False,True,False,False,True,False,True
5052879,0.5153123362208449,1,False,True,False,False,True,False,True
5052882,0.5153123362208449,1,False,True,False,False,True,False,True
5053254,-0.042739613404777374,1,False,False,True,False,True,False,True
5054063,-0.3217655882175885,1,False,True,False,True,False,False,True
5054068,-0.3217655882175885,1,False,True,False,True,False,True,False
5054524,-0.042739613404777374,1,False,True,False,True,False,False,True
5054525,-0.042739613404777374,1,False,True,False,True,False,False,True
5058345,-1.0472331227308975,1,False,False,True,False,True,True,False
5058350,-1.0472331227308975,1,False,False,True,False,True,True,False
5058352,-1.0472331227308975,1,False,False,True,False,True,True,False
5058530,2.1894681850977116,1,True,False,False,True,False,True,False
5058531,2.1894681850977116,1,True,False,False,True,False,True,False
5061360,-1.4657720849501141,1,False,False,True,False,True,False,True
5061396,-1.3709032535137584,1,False,False,True,False,True,False,True
5061636,0.5153123362208449,1,False,False,True,False,True,False,True
5061691,-1.4378694874688331,1,True,False,False,False,True,False,True
5062136,-0.042739613404777374,1,False,True,False,True,False,False,True
5065348,0.23628636140803377,1,False,True,False,False,True,False,True
5065462,-0.3217655882175885,1,False,False,True,True,False,False,True
5065518,0.23628636140803377,1,True,False,False,True,False,False,True
5068389,1.0733642858464671,1,False,True,False,False,True,False,True
5068456,-0.6007915630303997,1,False,True,False,True,False,False,True
5068651,2.1894681850977116,1,False,False,True,False,True,True,False
5069216,0.9059487009587806,1,False,True,False,False,True,False,True
5069218,0.9059487009587806,1,False,True,False,False,True,False,True
5069307,-0.3217655882175885,1,False,True,False,False,True,False,True
5078820,0.5153123362208449,1,False,True,False,True,False,False,True
5078945,-0.042739613404777374,1,False,True,False,False,True,False,True
5078946,-0.042739613404777374,1,False,True,False,False,True,False,True
5079166,0.23628636140803377,1,False,True,False,True,False,False,True
5079167,0.23628636140803377,1,False,True,False,True,False,False,True
5079168,0.23628636140803377,1,False,True,False,True,False,False,True
5085886,1.6314162354720896,1,False,False,True,False,True,False,True
5089162,0.5153123362208449,1,False,False,True,True,False,False,True
5089959,-0.7124019529555241,1,False,True,False,False,True,False,True
5090166,2.1894681850977116,1,False,True,False,False,True,False,True
5090214,-0.6007915630303997,1,True,False,False,False,True,False,True
5090216,-0.6007915630303997,1,True,False,False,False,True,False,True
5092087,0.794338311033656,1,False,True,False,False,True,False,True
5092245,-0.9914279277683352,1,False,False,True,True,False,False,True
5092479,-1.2146487076185841,1,False,True,False,True,False,False,True
5096527,-0.6007915630303997,1,False,False,True,True,False,True,False
5096528,-0.6007915630303997,1,False,False,True,True,False,True,False
5096743,-0.042739613404777374,1,False,True,False,False,True,True,False
5097065,-0.7682071479180863,1,False,False,True,False,True,False,True
5100430,-0.042739613404777374,1,False,True,False,True,False,True,False
5105045,0.5153123362208449,1,False,False,True,False,True,True,False
5106077,-0.6007915630303997,1,False,False,True,False,True,False,True
5113621,0.5153123362208449,1,False,False,True,True,False,True,False
5113933,-1.4378694874688331,1,False,False,True,True,False,True,False
5113944,-0.6007915630303997,1,False,False,True,True,False,False,True
5114249,-0.6565967579929619,1,False,True,False,True,False,False,True
5114253,-0.6565967579929619,1,False,True,False,True,False,False,True
5115604,0.23628636140803377,1,False,True,False,False,True,False,True
5115606,0.23628636140803377,1,False,True,False,False,True,False,True
5115608,0.23628636140803377,1,False,True,False,False,True,False,True
5115610,0.23628636140803377,1,False,True,False,False,True,False,True
5115611,0.23628636140803377,1,False,True,False,False,True,False,True
5116035,-0.7124019529555241,1,False,True,False,False,True,True,False
5116036,-0.7124019529555241,1,False,True,False,False,True,True,False
5116258,-0.042739613404777374,1,False,True,False,False,True,False,True
5116301,-0.042739613404777374,1,False,False,True,False,True,False,True
5116302,-0.042739613404777374,1,False,False,True,False,True,False,True
5116304,-0.042739613404777374,1,False,False,True,False,True,False,True
5116906,0.3478967513331582,1,False,True,False,False,True,False,True
5117313,-0.3217655882175885,1,False,True,False,False,True,False,True
5117413,-1.2704539025811463,1,False,False,True,True,False,True,False
5118046,-1.2704539025811463,1,False,False,True,True,False,True,False
5118275,-0.8798175378432108,1,False,False,True,True,False,False,True
5118278,-0.8798175378432108,1,False,False,True,True,False,False,True
5118279,-0.8798175378432108,1,False,False,True,True,False,False,True
5118280,-0.8798175378432108,1,False,False,True,True,False,False,True
5118283,-0.8798175378432108,1,False,False,True,True,False,False,True
5118541,-1.382064292506271,1,False,True,False,False,True,False,True
5125289,0.23628636140803377,1,False,True,False,True,False,False,True
5125299,-0.43337597814271295,1,False,False,True,False,True,False,True
5125708,-0.6007915630303997,1,False,True,False,False,True,False,True
5125716,-0.6007915630303997,1,False,True,False,False,True,False,True
5125761,1.0733642858464671,1,False,True,False,False,True,True,False
5125763,-0.6007915630303997,1,False,True,False,True,False,False,True
5125934,-0.6007915630303997,1,True,False,False,False,True,False,True
5126278,-0.2659603932550263,1,False,False,True,True,False,False,True
5135344,-0.8798175378432108,1,False,False,True,False,True,False,True
5135345,-0.8798175378432108,1,False,False,True,False,True,False,True
